can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$3,125.00 ",12/28/15,"$108,778.82 ",Support,SOCIAL MEDIA ADVERTISING,SAVANNA COMMUNICATIONS LLC,1050240,N,SE24.91624,2.01602E+17,2/18/16, ,12/28/15
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$7,750.00 ",12/28/15,"$105,653.82 ",Support,MEDIA BUYS,SAVANNA COMMUNICATIONS LLC,1050240,N,SE24.91622,2.01602E+17,2/18/16, ,12/28/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$5,000.00 ",9/14/15,"$102,816.65 ",Support,Digital Media Placement,Revolution Media Group,1025324,N,3,2.01509E+17,9/17/15, ,9/16/15
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$98,333.82 ",1/14/16,"$102,708.82 ",Support,MEDIA,RIGEL STRATEGIES LLC,1040140,N,SE.4462,2.01601E+17,1/15/16, ,1/18/16
P60006723,"Rubio, Marco",C00552422,Values are Vital,P,SC,0,P,Rep,"$50,004.97 ",2/16/16,"$100,009.94 ",Support,Mailer,Go BIG Media Inc,1049598,N,SE.4504,2.01602E+17,2/16/16, ,2/16/16
P60006111,"CRUZ, RAFAEL EDWARD TED",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Rep,"$24,875.00 ",2/13/16,"$99,500.00 ",Oppose,Digital Advertising,"AL Media, LLC",1049336,N,D363164,2.01602E+17,2/14/16, ,2/13/16
P60006723,"RUBIO, MARCO",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Rep,"$24,875.00 ",2/13/16,"$99,500.00 ",Oppose,Digital Advertising,"AL Media, LLC",1049336,N,D363163,2.01602E+17,2/14/16, ,2/13/16
P00003392,"CLINTON, HILLARY RODHAM",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Dem,"$24,875.00 ",2/13/16,"$99,500.00 ",Support,Digital Advertising,"AL Media, LLC",1049336,N,D363161,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),P,SC,0,P,Rep,"$24,875.00 ",2/13/16,"$99,500.00 ",Oppose,Digital Advertising,"AL Media, LLC",1049336,N,D363162,2.01602E+17,2/14/16, ,2/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$109.50 ,9/26/16,"$99,496.18 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1101467,N,SE.56772,2.01609E+17,9/27/16, ,9/26/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$29,290.61 ",9/20/16,"$99,386.68 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1101132,N,SE.56759,2.01609E+17,9/22/16, ,9/20/16
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$28,412.39 ",12/31/15,"$99,344.58 ",Support,PAC Printing,"Thomas Graphics, Inc.",1066094,A2,E39D6023B170341F0952,2.01604E+17,4/20/16,1038435,12/31/15
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$1,050.00 ",12/31/15,"$99,344.58 ",Support,PAC Printing-Estimate,"Thomas Graphics, Inc.",1066094,A2,E641F6D3C8D4246EF9A5,2.01604E+17,4/20/16,1038435,12/31/15
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$2,026.00 ",12/31/15,"$99,344.58 ",Support,PAC Voter ID Program,Advantage Direct,1066094,A2,E866025816F50422E9B2,2.01604E+17,4/20/16,1038435,12/31/15
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$2,375.00 ",12/31/15,"$99,344.58 ",Support,PAC Printing-Estimate,"Thomas Graphics, Inc.",1066094,A2,E6EC45D084AF04747AF6,2.01604E+17,4/20/16,1038435,12/31/15
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$2,521.97 ",12/31/15,"$99,344.58 ",Support,PAC Graphic Design,"Aledo Grafix, Inc.",1066094,A2,EA87FBF6B9BA44306AF3,2.01604E+17,4/20/16,1038435,12/31/15
 ,"Cruz, Rafael Edward Ted",C00575415,Keep the Promise PAC,P,SC,0,P, ,"$15,564.22 ",12/31/15,"$99,344.58 ",Support,PAC Printing,Skyline,1066094,A2,E9ADC036F252D4D75B40,2.01604E+17,4/20/16,1038435,12/31/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$5,000.00 ",9/9/15,"$97,816.65 ",Support,Digital Media Placement,Revolution Media Group,1024449,N,3,2.01509E+17,9/10/15, ,9/8/15
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$88,831.56 ",1/8/16,"$93,206.56 ",Support,DIRECT MAIL EXPENSE,THE LUKENS COMPANY,1040806,N,SE.4498,2.01601E+17,1/19/16, ,1/19/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$10,833.33 ",8/17/15,"$92,816.65 ",Support,Media Placement,Revolution Media Group,1023237,A1,3,2.01508E+17,8/23/15,1023215,8/22/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$21,666.66 ",8/6/15,"$81,983.32 ",Support,Media placement,Revolution Media Group,1020796,N,6,2.01508E+17,8/9/15, ,8/7/15
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$23,030.00 ",11/24/15,"$77,346.08 ",Support,MEDIA,RIGEL STRATEGIES LLC,1038332,N,SE.4380,2.01601E+17,1/6/16, ,1/4/16
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$31,000.00 ",12/14/15,"$73,334.00 ",Support,ONLINE ADVERTISING,SAVANNA COMMUNICATIONS LLC,1036081,N,SE24.1174,2.01512E+17,12/16/15, ,12/14/15
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$10,000.00 ",12/14/15,"$73,334.00 ",Support,SOCIAL MEDIA ADVERTISING,SAVANNA COMMUNICATIONS LLC,1036081,N,SE24.1177,2.01512E+17,12/16/15, ,12/14/15
 ,"Trump, Donald",C00607697,OUR VOICE MATTERS SUPER PAC,P,SC,0,P, ,"$6,000.00 ",2/20/16,"$72,800.00 ",Support,GOTV Text Messages,SMPS Consulting,1052507,A1,WFT2016122928-1,2.01602E+17,2/29/16,1051693,2/20/16
P80003478,"HUCKABEE, MIKE",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$502.78 ,5/6/15,"$71,011.86 ",Oppose,tv ad production costs (from advance line 21),Club for Growth,1007106,N,SE.4243,15970690448,5/8/15, ,5/6/15
P80003478,"HUCKABEE, MIKE",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$81.58 ,5/5/15,"$70,509.08 ",Oppose,press release (from advance line 21),Club for Growth,1007106,N,SE.4244,15970690448,5/8/15, ,5/5/15
P80003478,"HUCKABEE, MIKE",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,"$70,427.50 ",5/5/15,"$70,427.50 ",Oppose,"tv ad air buy, production costs","Red Sea, LLC",1007106,N,SE.4241,15970690449,5/8/15, ,5/6/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$11,853.98 ",9/9/16,"$63,999.77 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1098447,N,SE.45894,2.01609E+17,9/10/16, ,9/9/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$3,016.66 ",7/20/15,"$60,316.66 ",Support,Media production,AIPR Inc.,1020796,N,3,2.01508E+17,8/9/15, ,8/7/15
 ,"Trump, Donald",C00607697,OUR VOICE MATTERS SUPER PAC,P,SC,0,P, ,"$11,300.00 ",2/17/16,"$59,000.00 ",Support,"Data Cost, Analytic Modeling, Accounting, Copy Creation",Evans Public Affairs,1052500,A1,WFT20161171414-1,2.01602E+17,2/29/16,1049871,2/17/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$3,300.00 ",8/6/15,"$57,300.00 ",Support,Media placement,Revolution Media Group,1020775,N,3,2.01508E+17,8/8/15, ,8/6/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$14,000.00 ",7/27/15,"$54,000.00 ",Support,Media placement: Also oppose Hillary Clinton,Revolution Media Group,1019437,A1,3,2.01507E+17,7/31/15,1018609,7/27/15
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,"$3,520.67 ",2/22/16,"$52,221.96 ",Oppose,Robocall,Mountaintop Media,1051788,N,SE.4458,2.01602E+17,2/22/16, ,2/20/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$276.82 ,8/23/16,"$51,115.50 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1097022,N,SE.45869,2.01608E+17,8/25/16, ,8/23/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$169.01 ,8/31/16,"$51,007.69 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1097570,N,SE.45867,2.01608E+17,8/31/16, ,8/31/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$1,147.22 ",8/10/16,"$50,838.68 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1093823,N,SE.38203,2.01608E+17,8/12/16, ,8/10/16
P60008059,"BUSH, JEB",C00552422,Values are Vital,P,SC,0,P,Rep,"$12,501.24 ",2/16/16,"$50,004.97 ",Oppose,Mailer,Go BIG Media Inc,1049598,N,SE.4503,2.01602E+17,2/16/16, ,2/16/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00524454,CONSERVATIVE MAJORITY FUND,P,SC,0,P,Rep,"$50,000.00 ",2/1/16,"$50,000.00 ",Support,VOTER CONTACT CALLS OVER SEVERAL DAYS,INFOCISION MANAGEMENT CORP,1047646,N,SE.4110,2.01602E+17,2/2/16, ,2/1/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$8,792.75 ",8/3/16,"$49,691.46 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1092302,N,SE.38175,2.01608E+17,8/3/16, ,8/3/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$391.18 ,2/22/16,"$48,701.29 ",Support,Robocall,Mountaintop Media,1051788,N,SE.4459,2.01602E+17,2/22/16, ,2/20/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,$828.75 ,2/19/16,"$48,310.11 ",Oppose,Media Production,Mountaintop Media,1051234,N,SE.4447,2.01602E+17,2/19/16, ,2/18/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$146.25 ,2/19/16,"$46,652.61 ",Support,Media Production,Mountaintop Media,1051234,N,SE.4446,2.01602E+17,2/19/16, ,2/18/16
P60007168,"SANDERS, BERNARD",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Dem,$87.83 ,2/19/16,"$46,360.11 ",Oppose,Social Media Advertising,Mountaintop Media,1051234,N,SE.4445,2.01602E+17,2/19/16, ,2/18/16
P00003392,"CLINTON, HILLARY RODHAM",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Dem,$87.83 ,2/19/16,"$46,184.45 ",Oppose,Social Media Advertising,Mountaintop Media,1051234,N,SE.4444,2.01602E+17,2/19/16, ,2/18/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,$649.72 ,2/19/16,"$46,008.79 ",Oppose,Social Media Advertising,Mountaintop Media,1051234,N,SE.4443,2.01602E+17,2/19/16, ,2/18/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$249.40 ,2/19/16,"$44,709.35 ",Support,Social Media Advertising,Mountaintop Media,1051234,N,SE.4442,2.01602E+17,2/19/16, ,2/18/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,"$3,324.49 ",2/19/16,"$44,210.55 ",Oppose,Robocall,Mountaintop Media,1051234,N,SE.4441,2.01602E+17,2/19/16, ,2/18/16
P00003392,"CLINTON, HILLARY RODHAM",C00495861,Priorities USA Action,P,SC,0,P,Dem,"$38,718.00 ",10/21/15,"$43,015.01 ",Support,Television Ad Buy,The Blue Point Firm,1031064,N,VNTYH9S6NQ5,2.0151E+17,10/23/15, ,10/21/15
P00003392,"CLINTON, HILLARY RODHAM",C00495861,Priorities USA Action,P,SC,0,P,Dem,"$4,297.01 ",10/29/15,"$43,015.01 ",Support,Production Costs,Shorr Johnson Magnus,1031521,N,VNTYH9S6P22,2.0151E+17,10/30/15, ,10/21/15
P00003392,"CLINTON, HILLARY RODHAM",C00495861,Priorities USA Action,P,SC,0,P,Dem,"$4,297.01 ",10/21/15,"$43,015.01 ",Support,Production Costs,Shorr Johnson Magnus,1031064,N,VNTYH9S6P22,2.0151E+17,10/23/15, ,10/21/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$6,141.84 ",7/15/16,"$40,898.71 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1087853,N,SE.32034,2.01607E+17,7/17/16, ,7/15/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,$40.00 ,9/16/15,"$40,706.00 ",Support,Online Advertising,Exoro Strategies LLC,1034431,A1,3_B,2.01511E+17,11/28/15,1025741,9/16/15
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,"$3,250.00 ",9/16/15,"$40,666.00 ",Support,Online Advertising,Exoro Strategies LLC,1034431,A1,3,2.01511E+17,11/28/15,1025741,9/16/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$20,000.00 ",7/14/15,"$40,000.00 ",Support,Media Placement: Also oppose Hillary Clinton,Revolution Media Group,1019435,A1,3,2.01507E+17,7/31/15,1017340,7/20/15
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$586.67 ,2/19/16,"$37,561.57 ",Support,Robocall,Mountaintop Media,1051234,N,SE.4440,2.01602E+17,2/19/16, ,2/18/16
P60003670,"KASICH, JOHN R",C00552422,Values are Vital,P,SC,0,P,Rep,"$12,501.24 ",2/16/16,"$37,503.73 ",Oppose,Mailer,Go BIG Media Inc,1049598,N,SE.4502,2.01602E+17,2/16/16, ,2/16/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,"$15,000.00 ",8/28/15,"$37,416.00 ",Support,Online Advertising,Exoro Strategies LLC,1034424,A1,1,2.01511E+17,11/28/15,1023676,8/28/15
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,"$2,360.00 ",2/17/16,"$36,388.23 ",Oppose,Media Pruduction,Mountaintop Media,1055740,A1,SE.4399,2.01603E+17,3/17/16,1049964,2/16/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$3,388.27 ",7/10/16,"$34,756.87 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1082655,N,SE.32022,2.01607E+17,7/11/16, ,7/10/16
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$2,100.00 ",7/17/15,"$34,215.98 ",Support,DIRECT MAIL - PRINTING,BIEBER COMMUNICATIONS,1038372,N,SE24.1191,2.01601E+17,1/7/16, ,7/17/15
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,$400.00 ,7/17/15,"$34,215.98 ",Support,DIRECT MAIL - POSTAGE,BIEBER COMMUNICATIONS,1038372,N,SE24.1195,2.01601E+17,1/7/16, ,7/17/15
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,"$2,360.00 ",2/17/16,"$34,028.23 ",Support,Media Production,Mountaintop Media,1055740,A1,SE.4398,2.01603E+17,3/17/16,1049964,2/16/16
P60006111,"Cruz, Rafael",C00540898,Tea Party Patriots Citizens Fund,P,SC,0,P,Rep,"$9,382.80 ",2/19/16,"$33,271.69 ",Support,Robocalls,Victory Media Group,1051164,N,SE.493061,2.01602E+17,2/19/16, ,2/19/16
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$32,334.00 ",11/30/15,"$32,334.00 ",Support,DIGITAL ADVERTISEMENTS,SAVANNA COMMUNICATIONS LLC,1034881,N,SE24.1072,2.01512E+17,12/7/15, ,11/30/15
P60003670,"KASICH, JOHN R",C00581868,New Day for America,P,SC,0,P,Rep,"$32,228.22 ",2/5/16,"$32,228.22 ",Support,Media Buy,"New Day Media, LLC",1048250,N,SE.5641,2.01602E+17,2/5/16, ,2/8/16
 ,"Clinton, Hillary",C00574533,Future45,P,SC,0,P, ,"$3,000.00 ",2/23/16,"$31,835.00 ",Oppose,Media production,Outlaw Media,1052220,N,2,2.01602E+17,2/25/16, ,2/24/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,$911.10 ,2/17/16,"$31,668.23 ",Oppose,Social Media Advertising,Mountaintop Media,1055740,A1,SE.4400,2.01603E+17,3/17/16,1049964,2/16/16
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,0,P, ,"$2,749.38 ",7/14/15,"$31,639.73 ",Support,SIGNAGE,"HORNE, CHRISTINA",1038364,N,SE24.1188,2.01601E+17,1/7/16, ,7/14/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$5,641.69 ",7/9/16,"$31,368.60 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1082650,N,SE.32015,2.01607E+17,7/11/16, ,7/9/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,$338.75 ,2/17/16,"$30,757.13 ",Support,Social Media Advertising,Mountaintop Media,1055740,A1,SE.4401,2.01603E+17,3/17/16,1049964,2/16/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,$235.86 ,2/16/16,"$30,418.38 ",Oppose,Robocalls,Mountaintop Media,1049444,N,SE.4391,2.01602E+17,2/15/16, ,2/14/16
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,"$2,122.71 ",2/16/16,"$30,182.52 ",Support,Robocalls,Mountaintop Media,1049444,N,SE.4390,2.01602E+17,2/15/16, ,2/14/16
 ,"Clinton, Hillary",C00574533,Future45,P,SC,0,P, ,"$11,835.00 ",2/24/16,"$28,835.00 ",Oppose,Media placement,Red Eagle Media Group,1052220,N,1,2.01602E+17,2/25/16, ,2/24/16
P80001571,"TRUMP, DONALD J",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P,Rep,"$19,253.77 ",2/12/16,"$28,059.81 ",Oppose,Radio Ad,Mountaintop Media,1049199,N,SE.4386,2.01602E+17,2/12/16, ,2/12/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$7.97 ,6/15/16,"$27,531.08 ",Support,VOTER CONTACT MAIL,LEGACY LIST MANAGEMENT INC,1100370,A1,SE.56622,2.01609E+17,9/20/16,1077407,6/15/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$40.90 ,6/15/16,"$27,523.11 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1100370,A1,SE.56621,2.01609E+17,9/20/16,1077407,6/15/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$9.55 ,6/15/16,"$27,482.21 ",Support,VOTER CONTACT MAIL,DSSI,1100370,A1,SE.56620,2.01609E+17,9/20/16,1077407,6/15/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$63.62 ,6/15/16,"$27,472.66 ",Support,VOTER CONTACT MAIL,DIRECT SUPPORT SERVICES INC,1100370,A1,SE.56619,2.01609E+17,9/20/16,1077407,6/15/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$72.47 ,6/15/16,"$27,409.04 ",Support,VOTER CONTACT MAIL,CONSOLIDATED MAILING SERVICES,1100370,A1,SE.56589,2.01609E+17,9/20/16,1077407,6/15/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$3.76 ,6/13/16,"$27,336.57 ",Support,VOTER CONTACT MAIL,LEGACY LIST MANAGEMENT INC,1100246,A1,SE.56411,2.01609E+17,9/20/16,1077233,6/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$20.46 ,6/13/16,"$27,332.81 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1100246,A1,SE.56410,2.01609E+17,9/20/16,1077233,6/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$1.33 ,6/13/16,"$27,312.35 ",Support,VOTER CONTACT MAIL,DONOR BUREAU,1100246,A1,SE.56409,2.01609E+17,9/20/16,1077233,6/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$6.56 ,6/13/16,"$27,311.02 ",Support,VOTER CONTACT MAIL,DSSI,1100246,A1,SE.56408,2.01609E+17,9/20/16,1077233,6/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$31.82 ,6/13/16,"$27,304.46 ",Support,VOTER CONTACT MAIL,DIRECT SUPPORT SERVICES INC,1100246,A1,SE.56407,2.01609E+17,9/20/16,1077233,6/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$39.42 ,6/13/16,"$27,272.64 ",Support,VOTER CONTACT MAIL,CONSOLIDATED MAILING SERVICES,1100246,A1,SE.56404,2.01609E+17,9/20/16,1077233,6/13/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$466.71 ,5/27/16,"$27,233.22 ",Support,VOTER MAIL,LEGACY LIST MANAGEMENT INC,1100022,A1,SE.56054,2.01609E+17,9/19/16,1075254,5/27/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$1,650.36 ",5/27/16,"$26,766.51 ",Support,VOTER MAIL,FORTH RIGHT STRATEGY INC,1100022,A1,SE.56053,2.01609E+17,9/19/16,1075254,5/27/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$111.81 ,5/27/16,"$25,116.15 ",Support,VOTER MAIL,DONOR BUREAU,1100022,A1,SE.56052,2.01609E+17,9/19/16,1075254,5/27/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$427.09 ,5/27/16,"$25,004.34 ",Support,VOTER MAIL,DSSI,1100022,A1,SE.56051,2.01609E+17,9/19/16,1075254,5/27/16
P60006723,"Rubio, Marco",C00552422,Values are Vital,P,SC,0,P,Rep,"$25,002.49 ",2/16/16,"$25,002.49 ",Support,Mailer,Go BIG Media Inc,1049598,N,SE.4501,2.01602E+17,2/16/16, ,2/16/16
P80003478,"HUCKABEE, MIKE",C00573923,PURSUING AMERICA'S GREATNESS,P,SC,0,P,Rep,"$24,988.50 ",1/28/16,"$24,988.50 ",Support,Direct Mail - Postage & Production,Global Intermediate LLC,1045443,N,SE.5886,2.01601E+17,1/29/16, ,1/27/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$2,633.90 ",5/27/16,"$24,577.25 ",Support,VOTER MAIL,DIRECT SUPPORT SERVICES INC,1100022,A1,SE.56050,2.01609E+17,9/19/16,1075254,5/27/16
P80001571,"Trump, Donald",C00489799,Planned Parenthood Votes,P,SC,0,P,Rep,$42.86 ,2/3/16,"$24,087.60 ",Oppose,Persuasion calls,Hart Research Associates,1048851,N,B594181,2.01602E+17,2/10/16, ,2/3/16
P60006723,"Rubio, Marco",C00489799,Planned Parenthood Votes,P,SC,0,P,Rep,$42.86 ,2/3/16,"$24,087.60 ",Oppose,Persuasion calls,Hart Research Associates,1048851,N,B594182,2.01602E+17,2/10/16, ,2/3/16
P60006111,"Cruz, Ted",C00489799,Planned Parenthood Votes,P,SC,0,P,Rep,$42.86 ,2/3/16,"$24,087.60 ",Oppose,Persuasion calls,Hart Research Associates,1048851,N,B594180,2.01602E+17,2/10/16, ,2/3/16
P60006111,"Cruz, Rafael",C00540898,Tea Party Patriots Citizens Fund,P,SC,0,P,Rep,"$13,888.89 ",2/19/16,"$23,888.89 ",Support,List Rental,L2 Political,1050651,A1,SE.493060,2.01602E+17,2/19/16,1050260,2/18/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,"$1,500.00 ",8/20/15,"$22,416.00 ",Support,Online Advertising,Exoro Strategies LLC,1034421,A1,1,2.01511E+17,11/28/15,1022855,8/18/15
