can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$303.36 ,2/8/16,"$4,058,487.61 ",Oppose,Media production,Revolution Agency,1048308,N,2,2.01602E+17,2/7/16, ,2/6/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$349.25 ,2/8/16,"$4,058,184.25 ",Support,Media Production - also oppose Trump,Revolution Agency,1048284,N,2,2.01602E+17,2/6/16, ,2/5/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$255.22 ,2/8/16,"$4,057,835.00 ",Support,Media production,Revolution Agency,1048267,N,2,2.01602E+17,2/5/16, ,2/4/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$2,787.80 ",2/2/16,"$4,057,579.78 ",Support,Printing,The Stoneridge Group LLC,1048152,N,1,2.01602E+17,2/4/16, ,2/3/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$633.33 ,2/4/16,"$4,054,791.98 ",Support,Media Production,Revolution Agency,1048151,N,2,2.01602E+17,2/4/16, ,2/3/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$10,123.25 ",2/4/16,"$4,054,158.65 ",Support,Media Production,Revolution Agency,1048150,N,2,2.01602E+17,2/4/16, ,2/3/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$1,482,702.00 ",1/28/16,"$4,044,035.40 ",Support,Media Placement - also opposes Rubio,Oath Strategies LLC,1047972,N,1,2.01602E+17,2/3/16, ,2/2/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$99,590.00 ",11/4/15,"$3,059,305.09 ",Support,Media Placement,Oath Strategies LLC,1031796,N,2,2.01511E+17,11/4/15, ,11/3/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$42,135.20 ",10/29/15,"$2,959,715.09 ",Support,Direct mail production,Redwave Communications LLC,1031795,N,2,2.01511E+17,11/4/15, ,11/2/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$43,368.56 ",10/29/15,"$2,917,579.89 ",Support,Direct mail postage,Redwave Communications LLC,1031795,N,1,2.01511E+17,11/4/15, ,11/2/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$175,000.00 ",10/29/15,"$2,874,211.33 ",Support,Digital media placement,Revolution Agency,1031723,N,3,2.01511E+17,11/3/15, ,11/1/15
P60006723,"RUBIO, MARCO",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$15,750.00 ",2/18/16,"$2,793,872.00 ",Oppose,Media Production,"One Harbor, LLC",1050324,N,SE.4369,2.01602E+17,2/18/16, ,2/18/16
P60006723,"RUBIO, MARCO",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$200,000.00 ",2/17/16,"$2,778,122.00 ",Oppose,Adveritsing - Digital,"Digital Freedom, LLC",1050324,N,SE.4300,2.01602E+17,2/18/16, ,2/17/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$41,671.30 ",10/7/15,"$2,699,211.33 ",Support,Direct mail,Redwave Communications,1031092,N,1,2.0151E+17,10/24/15, ,10/22/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$3,917.00 ",10/16/15,"$2,657,540.03 ",Support,Media Production,Revolution Agency,1029915,N,1,2.0151E+17,10/18/15, ,10/16/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$225,000.00 ",10/2/15,"$2,653,623.03 ",Support,Media Placement,Oath Strategies LLC,1029499,N,1,2.0151E+17,10/15/15, ,10/13/15
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$20,250.00 ",2/16/16,"$2,641,645.44 ",Oppose,VIDEO PRODUCTION,GLITTERING STEEL LLC,1050551,N,SE.5185,2.01602E+17,2/18/16, ,2/17/16
P60006111,"Cruz, Rafael Edward 'Ted'",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$42,447.30 ", ,"$2,589,634.94 ",Oppose,media placement,"Target Enterprises, LLC",1047783,N,SE.5564,2.01602E+17,2/2/16, ,2/2/16
P60006723,"RUBIO, MARCO",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$250,000.00 ",2/17/16,"$2,578,122.00 ",Oppose,Advertising - TV,"SRCP Media, Inc.",1050324,N,SE.4301,2.01602E+17,2/18/16, ,2/18/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$443.33 ,1/27/16,"$2,561,333.40 ",Oppose,Media Production,Revolution Agency,1047807,N,1,2.01602E+17,2/2/16, ,2/1/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$9,588.51 ",1/27/16,"$2,560,890.07 ",Oppose,Media Production,Revolution Agency,1047806,N,1,2.01602E+17,2/2/16, ,2/1/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$125,287.50 ",1/28/16,"$2,551,301.56 ",Support,Media Placement - also opposes Rubio,Oath Strategies LLC,1047805,N,1,2.01602E+17,2/2/16, ,2/1/16
P60006723,"Rubio, Marco",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$123,040.04 ", ,"$2,547,187.64 ",Support,online advertising,"Target Enterprises, LLC",1047783,N,SE.5561,2.01602E+17,2/2/16, ,2/2/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$3,948.33 ",10/9/15,"$2,428,623.03 ",Support,Media Production,Revolution Agency,1027455,N,3,2.0151E+17,10/10/15, ,10/8/15
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$101.13 ,2/1/16,"$2,426,014.06 ",Oppose,Media Production,McCarthy Hennings Whalen Inc,1047801,N,1,2.01602E+17,2/2/16, ,2/1/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$1,945.00 ",1/29/16,"$2,425,912.93 ",Support,Media Production - also opposes Rubio and Kasich,Revolution Agency,1046231,N,2,2.01601E+17,1/30/16, ,1/28/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$5,587.33 ",10/9/15,"$2,424,674.70 ",Support,Media Production,Revolution Agency,1027454,N,3,2.0151E+17,10/10/15, ,10/8/15
P60006723,"Rubio, Marco",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$25,914.90 ", ,"$2,424,147.60 ",Support,media production,"Chris Mottola Consulting, Inc.",1047783,N,SE.5518,2.01602E+17,2/2/16, ,2/2/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$479.26 ,1/27/16,"$2,423,967.93 ",Oppose,Media Production,McCarthy Hennings Whalen Inc,1045814,N,2,2.01601E+17,1/29/16, ,1/27/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$59,291.26 ",1/15/16,"$2,423,488.67 ",Oppose,Direct Mail Postage,Redwave Communications LLC,1041874,N,2,2.01601E+17,1/24/16, ,1/22/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$5,650.67 ",10/9/15,"$2,419,087.37 ",Support,Media Production,Revolution Agency,1027452,A1,3,2.0151E+17,10/10/15,1027448,10/8/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$4,587.84 ",10/9/15,"$2,413,436.70 ",Support,Media Production,Revolution Agency,1027451,A1,3,2.0151E+17,10/10/15,1027447,10/8/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$1,440,469.20 ",10/2/15,"$2,408,848.86 ",Support,Media Placement,Oath Strategies LLC,1027262,N,2,2.0151E+17,10/8/15, ,10/6/15
P60006111,"Cruz, Rafael Edward 'Ted'",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$1,620.00 ", ,"$2,398,232.70 ",Oppose,media production,"Outlaw Media, LLC",1047783,N,SE.5516,2.01602E+17,2/2/16, ,2/2/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$45,327.11 ",1/15/16,"$2,364,197.41 ",Oppose,Direct Mail Production,Redwave Communications LLC,1041874,N,1,2.01601E+17,1/24/16, ,1/22/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$20,250.00 ",2/16/16,"$2,347,975.44 ",Support,VIDEO PRODUCTION,GLITTERING STEEL LLC,1049592,N,SE.5122,2.01602E+17,2/16/16, ,2/16/16
P80001571,"TRUMP, DONALD J",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$100,000.00 ",2/12/16,"$2,328,122.00 ",Oppose,Advertising - digital,"Digital Freedom, LLC",1049250,N,SE.4296,2.01602E+17,2/12/16, ,2/12/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$5,550.00 ",2/16/16,"$2,327,725.44 ",Support,VIDEO PRODUCTION,GLITTERING STEEL LLC,1049592,N,SE.5121,2.01602E+17,2/16/16, ,2/16/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$10,750.00 ",2/16/16,"$2,322,175.44 ",Oppose,VIDEO PRODUCTION,GLITTERING STEEL LLC,1049592,N,SE.5120,2.01602E+17,2/16/16, ,2/16/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$125,425.00 ",1/21/16,"$2,318,870.30 ",Support,Media Placement,Oath Strategies LLC,1041873,N,1,2.01601E+17,1/24/16, ,1/22/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$113,184.00 ",2/11/16,"$2,311,425.44 ",Oppose,DIRECT MAIL EXPENSE,THE LUKENS COMPANY,1049343,N,SE.5114,2.01602E+17,2/14/16, ,2/13/16
P60006723,"RUBIO, MARCO",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$725,548.00 ",2/10/16,"$2,228,122.00 ",Oppose,Advertising - TV,"SRCP Media, Inc.",1049250,N,SE.4295,2.01602E+17,2/12/16, ,2/11/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$2,449.89 ",1/21/16,"$2,193,445.30 ",Support,Media Production,Revolution Agency,1041871,N,1,2.01601E+17,1/24/16, ,1/22/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$7,793.44 ",1/25/16,"$2,190,995.41 ",Oppose,Media Production,McCarthy Hennings Whalen Inc,1041769,N,1,2.01601E+17,1/23/16, ,1/21/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$29,276.60 ",1/20/16,"$2,183,201.97 ",Support,Direct Mail Postage,The Stoneridge Group LLC,1041768,N,2,2.01601E+17,1/23/16, ,1/21/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$25,762.53 ",1/20/16,"$2,153,925.37 ",Support,Direct Mail Production,The Stoneridge Group LLC,1041768,N,1,2.01601E+17,1/23/16, ,1/21/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$3,025.49 ",1/25/16,"$2,128,162.84 ",Oppose,Media production,McCarthy Hennings Whalen Inc.,1041651,N,3,2.01601E+17,1/22/16, ,1/12/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$190.00 ,1/21/16,"$2,125,137.35 ",Support,Media Production,Revolution Agency,1041636,N,1,2.01601E+17,1/22/16, ,1/20/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$2,500.89 ",1/21/16,"$2,124,947.35 ",Support,Media Production,Revolution Agency,1041634,N,1,2.01601E+17,1/22/16, ,1/20/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$59,859.52 ",1/14/16,"$2,122,446.46 ",Support,Direct Mail Postage - also oppose Kasich Christie and Rubio,Redwave Communications LLC,1041622,N,2,2.01601E+17,1/22/16, ,1/20/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$52,513.31 ",1/14/16,"$2,062,586.94 ",Support,Direct Mail Production-Also oppose Kasich Christie and Rubio,Redwave Communications LLC,1041622,N,1,2.01601E+17,1/22/16, ,1/20/16
P60006723,"Rubio, Marco",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$46,878.56 ", ,"$2,037,344.44 ",Support,online advertising,"Target Enterprises, LLC",1042560,N,SE.5388,2.01601E+17,1/26/16, ,1/25/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$438,000.00 ",1/15/16,"$2,010,073.63 ",Support,Media Placement - also opposes Rubio,Oath Strategies LLC,1041441,N,1,2.01601E+17,1/21/16, ,1/19/16
P60006723,"Rubio, Marco",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$76,161.49 ", ,"$1,990,465.88 ",Support,online advertising,"Target Enterprises, LLC",1042560,N,SE.5376,2.01601E+17,1/26/16, ,1/25/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$82,026.00 ",1/19/16,"$1,980,958.44 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1050538,N,SE.5182,2.01602E+17,2/18/16, ,2/17/16
P60006723,"Rubio, Marco",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$100,178.66 ", ,"$1,914,304.39 ",Support,media placement,"Target Enterprises, LLC",1042560,N,SE.5359,2.01601E+17,1/26/16, ,1/25/16
P80001571,"TRUMP, DONALD J",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$93,090.60 ",2/5/16,"$1,907,271.44 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1048454,N,SE.5089,2.01602E+17,2/8/16, ,2/7/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$82,026.00 ",1/19/16,"$1,898,932.44 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1050538,N,SE.5181,2.01602E+17,2/18/16, ,2/17/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$109,368.00 ",1/19/16,"$1,816,906.44 ",Support,MEDIA,RIGEL STRATEGIES LLC,1050538,N,SE.5180,2.01602E+17,2/18/16, ,2/17/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$186,181.20 ",2/5/16,"$1,814,180.84 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1048454,N,SE.5090,2.01602E+17,2/8/16, ,2/7/16
P60006723,"Rubio, Marco",C00541292,Conservative Solutions PAC,P,SC,0,P,Rep,"$1,725.00 ", ,"$1,814,125.73 ",Support,media production,"Chris Mottola Consulting, Inc.",1042560,N,SE.5315,2.01601E+17,1/26/16, ,1/21/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$186,181.20 ",2/5/16,"$1,627,999.64 ",Support,MEDIA,RIGEL STRATEGIES LLC,1048454,N,SE.5091,2.01602E+17,2/8/16, ,2/7/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$24,508.52 ",1/19/16,"$1,572,073.63 ",Support,Media Production,Revolution Agency,1040528,N,1,2.01601E+17,1/18/16, ,1/16/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$950.00 ,1/19/16,"$1,547,565.11 ",Support,Media Production,Revolution Agency,1040527,N,1,2.01601E+17,1/18/16, ,1/16/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$68.25 ,1/19/16,"$1,546,615.10 ",Support,Media production,Revolution Agency,1040332,N,2,2.01601E+17,1/17/16, ,1/15/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$151.67 ,1/19/16,"$1,546,546.86 ",Support,Media Production - also opposes Rubio Kasich and Christie,Revolution Agency,1040526,A1,2,2.01601E+17,1/18/16,1040331,1/15/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$823.33 ,1/19/16,"$1,546,395.19 ",Oppose,Media Production,Revolution Agency,1040330,N,2,2.01601E+17,1/17/16, ,1/15/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$58,225.65 ",1/7/16,"$1,545,571.86 ",Oppose,Direct Mail Postage,The Stoneridge Group LLC,1040325,N,2,2.01601E+17,1/17/16, ,1/15/16
 ,"Cruz, Ted",C90011677,AMERICAN FUTURE FUND,P,SC,0,P, ,"$8,500.00 ",2/10/16,"$1,508,500.00 ",Oppose,Media - TV advertisement production.,Outlaw Media LLC,1048941,N,F57.000002,2.01602E+17,2/11/16, , 
P60006723,"RUBIO, MARCO",C00592337,"Stand For Truth, Inc.",P,SC,0,P,Rep,"$803,067.00 ",2/1/16,"$1,502,574.00 ",Oppose,Advertising - TV,"SRCP Media, Inc.",1048065,N,SE.4288,2.01602E+17,2/4/16, ,2/3/16
 ,"Cruz, Ted",C90011677,AMERICAN FUTURE FUND,P,SC,0,P, ,"$1,500,000.00 ",2/10/16,"$1,500,000.00 ",Oppose,Media - TV advertisement placement.,Content Creative Media,1048941,N,F57.000001,2.01602E+17,2/11/16, , 
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$42,329.23 ",1/7/16,"$1,487,346.21 ",Oppose,Direct Mail Production,The Stoneridge Group LLC,1040325,N,1,2.01601E+17,1/17/16, ,1/15/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$57.00 ,1/13/16,"$1,445,016.98 ",Oppose,Media Production,Revolution Agency,1040132,N,2,2.01601E+17,1/15/16, ,1/13/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,$48.75 ,1/12/16,"$1,444,959.98 ",Support,Media Production,Revolution Agency,1039864,N,3,2.01601E+17,1/14/16, ,1/12/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$57.00 ,1/12/16,"$1,444,911.23 ",Oppose,Media Production,Revolution Agency,1039863,N,3,2.01601E+17,1/14/16, ,1/12/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$13,601.00 ",1/12/16,"$1,444,854.23 ",Oppose,Media Production,Revolution Agency,1039576,N,2,2.01601E+17,1/13/16, ,1/11/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$87.90 ,2/16/16,"$1,433,319.46 ",Oppose,internet communications (from advance line 21),Club for Growth,1049938,N,SE.5998,2.01602E+17,2/17/16, ,2/16/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,"$49,000.00 ",2/16/16,"$1,433,231.56 ",Oppose,add to digital ad placement,"Bask Digital Media, LLC",1049938,N,SE.5997,2.01602E+17,2/17/16, ,2/17/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$103,953.86 ",1/5/16,"$1,431,253.23 ",Oppose,Direct Mail Postage,Redwave Communications LLC,1039575,N,2,2.01601E+17,1/13/16, ,1/11/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$58.60 ,2/15/16,"$1,384,231.56 ",Oppose,internet communications (from advance line 21),Club for Growth,1049938,N,SE.5999,2.01602E+17,2/17/16, ,2/15/16
S0FL00338,"RUBIO, MARCO",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$50.96 ,2/14/16,"$1,384,172.96 ",Support,internet communications (from advance line 21),Club for Growth,1049938,N,SE.6003,2.01602E+17,2/17/16, ,2/14/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$71.34 ,2/14/16,"$1,384,122.00 ",Support,internet communications (from advance line 21),Club for Growth,1049938,N,SE.6002,2.01602E+17,2/17/16, ,2/14/16
P60003670,"KASICH, JOHN R",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$30.57 ,2/14/16,"$1,384,050.66 ",Oppose,internet communications (from advance line 21),Club for Growth,1049938,N,SE.6001,2.01602E+17,2/17/16, ,2/14/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$81.53 ,2/14/16,"$1,384,020.09 ",Oppose,internet communications (from advance line 21),Club for Growth,1049938,N,SE.6000,2.01602E+17,2/17/16, ,2/14/16
P60003670,"KASICH, JOHN R",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$30.57 ,2/13/16,"$1,383,938.56 ",Oppose,internet communications (from advance line 21),Club for Growth,1049326,N,SE.5909,2.01602E+17,2/14/16, ,2/13/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$45.86 ,2/13/16,"$1,383,907.99 ",Support,internet communications (from advance line 21),Club for Growth,1049326,N,SE.5908,2.01602E+17,2/14/16, ,2/13/16
S0FL00338,"RUBIO, MARCO",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$22.93 ,2/13/16,"$1,383,862.13 ",Support,internet communications (from advance line 21),Club for Growth,1049326,N,SE.5907,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$734.87 ,2/13/16,"$1,383,839.20 ",Oppose,digital ad production costs (from advance line 21),Club for Growth,1049326,N,SE.5905,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$184.92 ,2/13/16,"$1,383,104.33 ",Oppose,tv ad production costs (from advance line 21),Club for Growth,1049326,N,SE.5902,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$135.03 ,2/13/16,"$1,382,919.41 ",Oppose,internet communications (from advance line 21),Club for Growth,1049326,N,SE.5898,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,"$1,000.00 ",2/12/16,"$1,382,784.38 ",Oppose,digital ad production costs,"Bask Digital Media, LLC",1049326,N,SE.5906,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$125.00 ,2/12/16,"$1,381,784.38 ",Oppose,digital ad production costs,"FatLab, LLC",1049326,N,SE.5904,2.01602E+17,2/14/16, ,2/13/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$340.00 ,2/12/16,"$1,381,659.38 ",Oppose,press release distribution,Creative Response Concepts,1049326,N,SE.5900,2.01602E+17,2/14/16, ,2/12/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$182.99 ,2/12/16,"$1,381,319.38 ",Oppose,press release (from advance line 21),Club for Growth,1049326,N,SE.5899,2.01602E+17,2/14/16, ,2/12/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$50.00 ,2/12/16,"$1,381,136.39 ",Oppose,internet communications,Creative Response Concepts,1049326,N,SE.5897,2.01602E+17,2/14/16, ,2/12/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,$275.40 ,2/12/16,"$1,381,086.39 ",Oppose,internet communications (from advance line 21),Club for Growth,1049326,N,SE.5896,2.01602E+17,2/14/16, ,2/12/16
P80001571,"TRUMP, DONALD J",C00487470,CLUB FOR GROWTH ACTION,P,SC,0,P,Rep,"$190,169.74 ",2/11/16,"$1,380,810.99 ",Oppose,"digital ad placement, production costs","Red Sea, LLC",1049326,N,SE.5903,2.01602E+17,2/14/16, ,2/13/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$378.00 ,1/14/16,"$1,360,844.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1051684,N,SE.5226,2.01602E+17,2/21/16, ,2/20/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$207.00 ,1/14/16,"$1,360,466.18 ",Support,MEDIA,CAMBRIDGE ANALYTICA LLC,1051684,N,SE.5224,2.01602E+17,2/21/16, ,2/20/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$2,052.00 ",1/14/16,"$1,360,259.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1051684,N,SE.5220,2.01602E+17,2/21/16, ,2/20/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$6,000.00 ",1/14/16,"$1,358,207.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1051684,N,SE.5216,2.01602E+17,2/21/16, ,2/20/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,$743.00 ,1/14/16,"$1,352,207.18 ",Oppose,MEDIA,CAMBRIDGE ANALYTICA LLC,1051684,N,SE.5214,2.01602E+17,2/21/16, ,2/20/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$116,388.00 ",1/14/16,"$1,351,464.18 ",Support,MEDIA,RIGEL STRATEGIES LLC,1048456,N,SE.5096,2.01602E+17,2/8/16, ,2/8/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$78,137.33 ",1/5/16,"$1,327,299.37 ",Oppose,Direct Mail Production,Redwave Communications LLC,1039575,N,1,2.01601E+17,1/13/16, ,1/11/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,$378.04 ,1/7/16,"$1,249,162.04 ",Oppose,Media Production,Revolution Agency,1038676,N,3,2.01601E+17,1/9/16, ,1/7/16
 ,"Rubio, Marco",C00571372,Right to Rise USA,P,SC,0,P, ,"$9,783.50 ",1/7/16,"$1,248,784.00 ",Oppose,Media Production,Revolution Agency,1038675,N,2,2.01601E+17,1/9/16, ,1/7/16
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$56,063.00 ",10/29/15,"$1,239,000.50 ",Support,Media Placement-Also oppose Kasich Rubio and Christie,Revolution Agency,1038620,N,3,2.01601E+17,1/8/16, ,1/6/16
P60006723,"RUBIO, MARCO",C00575373,KEEP THE PROMISE I,P,SC,0,P,Rep,"$87,291.00 ",1/14/16,"$1,235,076.18 ",Oppose,MEDIA,RIGEL STRATEGIES LLC,1048456,N,SE.5097,2.01602E+17,2/8/16, ,2/8/16
